,movienames,movieinfo,movietag,movierate,movieid
37,急诊科医生,"{'类型': [' 剧情'], '主演': [' 张嘉译 ', ' 王珞丹 ', ' 江珊 ', ' 柯蓝 ', ' 苏小明 ', ' 巩峥 ', ' 谭洋 ', ' 许文广 ', ' 王策 ', ' 周笑莉 ', ' 高晓菲 ', ' 陈启杰 ', ' 徐乐同 ', ' 张博宇 ', ' 孙艺宁 ', ' 丁洋 ', ' 郑逸桐 ', ' 刘衍辰 ', ' 张皓然 ', ' 岳以恩 ', ' 蔡佩池 ', ' 王天泽 ', ' 李悦溪 ', ' 范琳琳 ', ' 赵秦 ', ' 杨丽晓 ', ' 吕途 ', ' 刘荫 ', ' 李亚天 ', ' 宋元甫 ', ' 唐雅萍 ', ' 姜析源 ', ' 孙渤洋 ', ' 贾妮 ', ' 韩欣芮 ', ' 康嘉泽 ', ' 黄毅 ', ' 高鑫 ', ' 王晴 ', ' 夏力薪 ', ' 张墨锡 ', ' 丁嘉丽 ', ' 纪宁 ', ' 李文波 ', ' 胡彩虹 ', ' 庞皓文 ', ' 杨宸鉴 ', ' 张喜前 ', ' 金顺子 ', ' 徐望 ', ' 王丽涵 ', ' 陈维涵 ', ' 杨涛 ', ' 郭慧 ', ' 任洛敏 ', ' 张艺心 ', ' 韩丹彤 ', ' 傅云昭 ', ' 田岷 ', ' 翟小兴 ', ' 张丹彤 ', ' 魏鹏 ', ' 金铁峰 ', ' 唐菱 ', ' 赵亮 ', ' 常荻 ', ' 李萌洋 ', ' 罗绪龙 ', ' 徐源 ', ' 孙率航 ', ' 安丽卉 ', ' 林雪飘 ', ' 叶琳 ', ' 姚婉儿 ', ' 王艺禅 ', ' 周波 ', ' 安笑歌 ', ' 陈菲 ', ' 王悦熹 ', ' 马光泽 ', ' 董姝 ', ' 李亚楠 ', ' 袁宇龙 ', ' 赵蕴卓 ', ' 朱元浩 ', ' 胡琳那 ', ' 张青 ', ' 张细悦 ', ' 张宝雯 ', ' 王超北 ', ' 郭中友 ', ' 文祈 ', ' 于尧 ', ' 李佳蔚 ', ' 麻骏 ', ' 闫微儿 ', ' 曾红生 ', ' 钱占刚 ', ' 葛玉 ', ' 赵彦乔 ', ' 苗青 ', ' 魏凯 ', ' 陈朵怡 ', ' 彭京粉 ', ' 贾依诺 ', ' 蔡翱蔓 ', ' 孙博豪 ', ' 刘诗雨 ', ' 马跃 ', ' 魏宏伟 ', ' 周子沫 ', ' 毛嘉明更多...'], '编剧': ' 娟子 / 点点', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 郑晓龙 / 刘雪松'}","['医学', '医生', '电视剧', '中国大陆', '走心真实', '人性', '2017', '剧情']",6.1,50038
38,生命之树 The Tree of Life,"{'类型': [' 剧情 ', ' 家庭 ', ' 奇幻'], '主演': [' 布拉德·皮特 ', ' 西恩·潘 ', ' 杰西卡·查斯坦 ', ' 亨特·麦奎肯 ', ' 拉勒米·艾普勒 ', ' 泰伊·谢里丹 ', ' 费奥纳·肖 ', ' 威尔·华莱士 ', ' Jessica Fuselier ', ' Nicolas Gonda ', ' Kelly Koonce ', ' Bryce Boudoin ', ' Jimmy Donaldson ', ' Kameron Vaughn ', ' Cole Cockburn更多...'], '上映日期': ' 2011-05-16(戛纳电影节) / 2011-05-27(美国部分上映)', '编剧': ' 泰伦斯·马力克', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 泰伦斯·马力克'}","['美国', '文艺', '人生', '成长', '2011', '剧情', '家庭', '亲情']",6.9,50039
39,困在爱中 Stuck in Love,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 莉莉·柯林斯 ', ' 詹妮弗·康纳利 ', ' 克里斯汀·贝尔 ', ' 罗根·勒曼 ', ' 斯蒂芬·金 ', ' 格雷戈·金尼尔 ', ' 鲁斯蒂·乔伊纳 ', ' 丽亚娜·莱伯拉托 ', ' 帕特里克·施瓦辛格 ', ' 纳特·沃尔夫更多...'], '上映日期': ' 2012-09-09(多伦多电影节) / 2013-07-05(美国)', '编剧': ' 约什·布恩', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 约什·布恩'}","['爱情', '美国', '家庭', '青春', '莉莉·柯林斯', '美国电影', '2012', '喜剧']",7.4,50040
40,走向共和,"{'类型': [' 剧情 ', ' 历史'], '主演': [' 王冰 ', ' 吕中 ', ' 马少骅 ', ' 孙淳 ', ' 李光洁 ', ' 孙宁 ', ' 徐敏 ', ' 郑天庸 ', ' 戈治均 ', ' 廖丙炎 ', ' 张洪睿更多...'], '编剧': ' 盛和煜 / 张建伟', '语言': [' 汉语普通话 ', ' 英语 ', ' 日语'], '制片国家/地区': ' 中国大陆', '导演': ' 张黎'}","['历史', '电视剧', '近代史', '走向共和', '晚清历史', '中国', '民国', '国产电视剧']",9.6,50041
41,监守自盗 Inside Job,"{'类型': [' 纪录片 ', ' 犯罪'], '主演': [' 马特·达蒙 ', ' William Ackman ', ' Daniel Alpert ', ' Jonathan Alpert ', ' Sigridur Benediktsdottir ', ' Willem Buiter更多...'], '上映日期': ' 2010-10-08(美国)', '编剧': ' Gina Beck / Adam Bolt', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 查尔斯·弗格森'}","['纪录片', '美国', '经济', '金融', '华尔街', '2010', '奥斯卡', '独立电影']",8.7,50042
42,X加Y X+Y,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 阿萨·巴特菲尔德 ', ' 拉菲·斯波 ', ' 莎莉·霍金斯 ', ' 埃迪·马森 ', ' 马丁·麦凯恩 ', ' 埃里克斯·劳瑟 ', ' 亚历克萨·戴维斯 ', ' 焦阳更多...'], '上映日期': ' 2014-09-05(多伦多电影节) / 2015-03-13(英国)', '编剧': ' James Graham', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' Morgan Matthews'}","['英国', '青春', 'AsaButterfield', '成长', '剧情', '英国电影', '阿沙巴特菲尔德', '2014']",6.7,50043
43,椿文具店：镰仓代笔物语 ツバキ文具店～鎌倉代書屋物語～,"{'制片国家/地区': ' 日本', '主演': [' 多部未华子 ', ' 高桥克典 ', ' 上地雄辅 ', ' 片濑那奈 ', ' 新津知世 ', ' 江波杏子 ', ' 奥田瑛二 ', ' 倍赏美津子更多...'], '语言': [' 日语'], '编剧': ' 荒井修子', '导演': ' 黛りんたろう / 榎戸崇泰 / 西村武五郎'}","['日剧', '日本', '2017', '多部未华子', '温情', '17春', 'NHK', '多部未華子']",8.1,50044
44,简爱 Jane Eyre,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 露丝·威尔森 ', ' 托比·斯蒂芬斯 ', ' 弗兰西丝卡·安妮丝 ', ' Lorraine Ashbourne ', ' 帕姆·费里斯 ', ' Ned Irish ', ' Cosima Littlewood更多...'], '编剧': ' 桑迪·维尔奇 / 夏洛蒂·勃朗特', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 苏珊娜·怀特'}","['BBC', '英国', '名著改编', '爱情', '英剧', '经典', 'Jane', '英国电影']",8.2,50045
45,盛大婚礼 The Big Wedding,"{'类型': [' 喜剧'], '主演': [' 罗伯特·德尼罗 ', ' 黛安·基顿 ', ' 凯瑟琳·海格尔 ', ' 阿曼达·塞弗里德 ', ' 罗宾·威廉姆斯 ', ' 托弗·戈瑞斯 ', ' 苏珊·萨兰登 ', ' 本·巴恩斯 ', ' 马克·布鲁卡斯 ', ' 大卫·拉斯彻 ', ' 凯尔·柏海莫更多...'], '上映日期': ' 2013-04-26(美国)', '编剧': ' 贾斯汀·扎克汉姆', '语言': [' 英语 ', ' 西班牙语'], '制片国家/地区': ' 美国', '导演': ' 贾斯汀·扎克汉姆'}","['喜剧', '美国', '爱情', '家庭', '2013', '亲情', '搞笑', '婚礼']",5.9,50046
46,犯罪心理 크리미널 마인드,"{'类型': [' 剧情 ', ' 悬疑'], '主演': [' 李准基 ', ' 文彩元 ', ' 孙贤周 ', ' 李善彬 ', ' 高允 ', ' 柳善 ', ' 金英哲 ', ' 吴妍秀 ', ' 金元海更多...'], '编剧': ' 洪胜贤 / 杰夫·戴维斯', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 梁允豪 / 李政孝'}","['韩剧', '犯罪', '推理', '悬疑', 'tvN', '看过的电视剧', '韩国', '韩语标签']",6.5,50047
47,隐于书后 To Walk Invisible: The Bronte Sisters,"{'类型': [' 剧情 ', ' 传记'], '主演': [' 詹姆斯·诺顿 ', ' 夏莉·墨菲 ', ' 乔纳森·普雷斯 ', ' 克洛伊·皮里 ', ' 乔·阿姆斯特朗 ', ' 卢克·纽伯里 ', ' 托马斯·豪威斯 ', ' 芬·阿特金斯 ', ' 丽贝卡·卡拉德 ', ' 罗里·弗莱克-拜恩 ', ' 大卫·沃姆斯利 ', ' 亚当·那加提斯 ', ' 托马斯·内尔斯特罗 ', ' 休·西蒙 ', ' 罗茜·布尔更多...'], '上映日期': ' 2016-12-29', '编剧': ' 萨利·温莱特', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 萨利·温莱特'}","['传记', '英国', '勃朗特姐妹', 'BBC', '英剧', '文学', '女性', '2016']",7.8,50048
48,射雕英雄传,"{'类型': [' 剧情 ', ' 武侠 ', ' 古装'], '主演': [' 杨旭文 ', ' 李一桐 ', ' 陈星旭 ', ' 孟子义 ', ' 赵立新 ', ' 刘智扬 ', ' 王奎荣 ', ' 肖茵 ', ' 曾黎 ', ' 李宗翰 ', ' 吕良伟 ', ' 代文雯 ', ' 苗侨伟 ', ' 米露 ', ' 刘芊含 ', ' 宁文彤 ', ' 邵兵 ', ' 宗峰岩 ', ' 邵峰 ', ' 夏梓桐 ', ' 王春元 ', ' 姬晨牧 ', ' 余皑磊 ', ' 黑子 ', ' 郑斌辉 ', ' 韩栋 ', ' 傅天骄 ', ' 王力 ', ' 郭军 ', ' 赵秋生 ', ' 刘威 ', ' 宋涛 ', ' 赵聪 ', ' 王林 ', ' 马京京 ', ' 信鹏 ', ' 龙德 ', ' 任希鸿 ', ' 高玉庆 ', ' 林以政 ', ' 辜德超 ', ' 孙皓 ', ' 贾进 ', ' 刘涛涛 ', ' 胡博 ', ' 尹硕 ', ' 梁金山 ', ' 张路 ', ' 张楷依 ', ' 宋庆 ', ' 刘禹 ', ' 范忠华 ', ' 常铖 ', ' 宫正楠 ', ' 李依晓 ', ' 曹杨 ', ' 侯桐江 ', ' 蒋一铭 ', ' 诺敏达莱 ', ' 宝迪 ', ' 宏通·巴图 ', ' 董李无忧 ', ' 程六一 ', ' 隋雨蒙更多...'], '编剧': ' 沈昱辰 / 王自蹊 / 赵微娜 / 徐涛 / 金庸', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 蒋家骏'}","['良心剧', '射雕英雄传', '忠实原著', '武侠', '金庸', '很棒', '国产电视剧', '2017']",7.9,50049
49,红楼梦,"{'类型': [' 剧情 ', ' 家庭 ', ' 古装'], '主演': [' 杨洋 ', ' 白冰 ', ' 姚笛 ', ' 周采芹 ', ' 归亚蕾 ', ' 于小彤 ', ' 蒋梦婕 ', ' 王彦华 ', ' 张镝 ', ' 丁荔 ', ' 徐飒 ', ' 高洋 ', ' 王龙华 ', ' 袁新 ', ' 姜彤 ', ' 徐海乔 ', ' 王馥荔 ', ' 唐一菲 ', ' 贾妮 ', ' 龚丽君 ', ' 孙菂 ', ' 杨梓墨 ', ' 李艳 ', ' 程媛媛 ', ' 蔡飞雨 ', ' 杨幂 ', ' 李沁 ', ' 张君钰 ', ' 叶琳琅 ', ' 李颉 ', ' 阚清子 ', ' 张檬 ', ' 徐璐 ', ' 殷叶子 ', ' 赵丽颖 ', ' 黄轩更多...'], '编剧': ' 顾小白 / 柏邦妮 / 青枚 / 胡楠 / 张天然 / 蔡一玛 / 豆豆 / 董友竹 / 刘玥', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 李少红'}","['红楼梦', '李少红', '电视剧', '国产电视剧', '新版', '名著', '大陆', '中国']",5.9,50050
50,尘世之间 In This World,"{'类型': [' 剧情'], '主演': [' Jamal Udin Torabi ', ' Enayatullah ', ' Imran Paracha ', ' Hiddayatullah ', ' Jamau'], '上映日期': ' 2002-11-17', '编剧': ' 托尼·格里索尼', '语言': [' 普什图语 ', ' 波斯语 ', ' 英语'], '制片国家/地区': ' 英国', '导演': ' 迈克尔·温特伯顿'}","['英国', '纪录片', '中东', '英国电影', '金熊奖', '柏林电影节金熊奖', '2002', 'MichaelWinterbottom']",8.0,50051
51,老兽,"{'类型': [' 剧情'], '主演': [' 涂们 ', ' 王超北 ', ' 王子子 ', ' 阿拉腾乌拉 ', ' 伊丹纳 ', ' 王铭硕 ', ' 苏枫 ', ' 孙加琴 ', ' 黄伟更多...'], '上映日期': ' 2017-12-11(中国大陆) / 2017-07-27(FIRST影展)', '编剧': ' 周子阳', '语言': [' 汉语普通话 ', ' 内蒙古方言'], '制片国家/地区': ' 中国大陆', '导演': ' 周子阳'}","['2017', '独立电影', '剧情', '家庭', '中国大陆', 'FIRST影展', '金马奖', '社会']",7.0,50052
52,潜伏,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 孙红雷 ', ' 姚晨 ', ' 沈傲君 ', ' 祖锋 ', ' 冯恩鹤 ', ' 吴刚 ', ' 朱杰 ', ' 范雨林 ', ' 王小毅更多...'], '编剧': ' 姜伟 / 林黎胜 / 龙一', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 姜伟 / 付玮'}","['孙红雷', '电视剧', '间谍', '姚晨', '国产电视剧', '悬疑', '大陆', '中国']",9.2,50053
53,年轻的教宗 第一季 The Young Pope Season 1,"{'类型': [' 剧情'], '主演': [' 裘德·洛 ', ' 黛安·基顿 ', ' 西尔维奥·奥兰多 ', ' 斯科特· 谢泼德 ', ' 塞西尔·德·弗朗斯 ', ' 哈维尔·卡马拉 ', ' 露德温·塞尼耶 ', ' 托尼·贝尔多瑞利 ', ' 詹姆斯·克伦威尔 ', ' 伊格纳齐奥·欧力瓦 ', ' 塞巴斯蒂安·罗奇 ', ' 丹尼尔·维维安 ', ' 莎拉·拉扎罗 ', ' 盖伊·博伊德 ', ' 安德烈·格雷戈里 ', ' 简·霍格 ', ' 蕾娜·莎尼更多...'], '编剧': ' 保罗·索伦蒂诺 / 托尼·格里索尼 / 斯特法诺·鲁利 / 翁贝托·康塔罗', '语言': [' 英语 ', ' 意大利语'], '制片国家/地区': ' 意大利 / 法国 / 西班牙 / 美国 / 英国', '导演': ' 保罗·索伦蒂诺'}","['宗教', '美剧', 'HBO', '裘德洛', '意大利', '2016', '电视剧', '美国']",9.1,50054
54,即将消失的影院 A Concrete Cinema,"{'制片国家/地区': ' 阿根廷', '类型': [' 纪录片'], '语言': [' 西班牙语'], '上映日期': ' 2017(法国)', '导演': ' Luz Ruciello'}","['纪录片', '阿根廷', '电影', '2017', 'SIFF2017', '纪录', '西语', 'SIFF']",7.8,50055
55,吸血鬼 ヴァンパイア,"{'类型': [' 剧情 ', ' 恐怖'], '主演': [' 凯莎·卡斯特-休伊斯 ', ' 苍井优 ', ' 凯文·席格斯 ', ' 瑞切尔·蕾·库克 ', ' 阿曼达·普拉莫 ', ' 阿德莱德·克莱蒙丝 ', ' 特拉沃·摩根 ', ' 克斯汀·克鲁克更多...'], '上映日期': ' 2011-01-22(美国) / 2012-09-15(日本)', '编剧': ' 岩井俊二', '语言': [' 英语'], '制片国家/地区': ' 美国 / 日本', '导演': ' 岩井俊二'}","['岩井俊二', '苍井优', '日本', '日本电影', '吸血鬼', '2011', '电影', '蒼井優']",6.6,50056
56,紧急救命3 コード・ブルー～ドクターヘリ緊急救命 3rd season,"{'类型': [' 剧情'], '主演': [' 山下智久 ', ' 新垣结衣 ', ' 户田惠梨香 ', ' 比嘉爱未 ', ' 浅利阳介 ', ' 有冈大贵 ', ' 成田凌 ', ' 新木优子 ', ' 马场富美加 ', ' 伊藤祐辉 ', ' 岩井拳士朗 ', ' 下垣真香 ', ' 归山龙成 ', ' 寺岛进 ', ' 杉本哲太 ', ' 凉 ', ' 安藤政信 ', ' 椎名桔平更多...'], '编剧': ' 安达奈绪子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 西浦正记 / 叶山浩树 / 田中亮'}","['日剧', '医疗', '日本', '2017', '山P', '月九', '电视剧', '17夏']",8.4,50057
57,非凡任务,"{'类型': [' 剧情 ', ' 动作 ', ' 犯罪'], '主演': [' 黄轩 ', ' 段奕宏 ', ' 郎月婷 ', ' 祖锋 ', ' 邢佳栋 ', ' 王耀庆 ', ' 王砚辉 ', ' 丁勇岱 ', ' 肖聪 ', ' 李晓川 ', ' 赵炳锐 ', ' 代乐乐 ', ' 陶海更多...'], '上映日期': ' 2017-03-31(中国大陆)', '编剧': ' 庄文强', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 麦兆辉 / 潘耀明'}","['缉毒', '动作', '警匪', '犯罪', '中国大陆', '2017', '毒品', '卧底']",6.3,50058
58,大时代 大時代,"{'类型': [' 剧情'], '主演': [' 刘青云 ', ' 周慧敏 ', ' 郭蔼明 ', ' 郑少秋 ', ' 李丽珍 ', ' 蓝洁瑛 ', ' 邵仲衡 ', ' 欧阳莎菲 ', ' 陶大宇 ', ' 吴启明 ', ' 刘松仁 ', ' 杨羚 ', ' 林保怡 ', ' 吴咏红更多...'], '编剧': ' 关静雯 / 关静云 / 方世强 / 陈宝燕 / 伍立光 / 张莉莉 / 龙文康 / 陈宝华 / 张宝燕', '语言': [' 粤语'], '制片国家/地区': ' 香港', '导演': ' 韦家辉'}","['TVB', '港剧', '刘青云', '经典', '电视剧', '郑少秋', '香港', '周慧敏']",9.2,50059
59,被拒人生 Freeheld,"{'类型': [' 剧情 ', ' 同性 ', ' 传记'], '主演': [' 朱丽安·摩尔 ', ' 艾伦·佩吉 ', ' 迈克尔·珊农 ', ' 史蒂夫·卡瑞尔 ', ' 卢克·葛莱姆斯 ', ' 加布里埃尔·鲁纳 ', ' 安东尼·德·桑多 ', ' 斯基普·萨德思 ', ' 乔西·查尔斯 ', ' 凯文·奥罗克 ', ' 汤姆·麦高恩 ', ' 威廉姆·赛德勒 ', ' 丹尼斯·布特斯卡里斯 ', ' 亚当·勒费弗 ', ' 珍妮·卡斯帕更多...'], '上映日期': ' 2015-10-02(美国)', '编剧': ' 罗恩·内斯万尼尔', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 彼得·苏列特'}","['同性', '美国', 'JulianneMoore', 'EllenPage', '2015', '美国电影', '剧情', 'LGBT']",7.5,50060
60,"童女贞德 Jeannette, l'enfance de Jeanne d'Arc","{'类型': [' 剧情 ', ' 歌舞 ', ' 儿童'], '上映日期': ' 2017-05-21(戛纳电影节)', '编剧': ' 布鲁诺·杜蒙 / Charles Peguy', '语言': [' 法语'], '制片国家/地区': ' 法国', '导演': ' 布鲁诺·杜蒙'}","['法国', '2017', '布鲁诺·杜蒙', '歌舞', '法国电影', '儿童', 'BrunoDumont', '戛纳电影节']",6.0,50061
61,洛奇 Rocky,"{'类型': [' 剧情 ', ' 爱情 ', ' 运动'], '主演': [' 西尔维斯特·史泰龙 ', ' 塔莉娅·夏尔 ', ' 波特·杨 ', ' 卡尔·韦瑟斯 ', ' 布吉斯·梅迪斯'], '上映日期': ' 1976-12-03(美国)', '编剧': ' 西尔维斯特·史泰龙', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 120分钟 / 145分钟(导演剪辑版)'}","['励志', '史泰龙', '美国', '拳击', '动作', '经典', '美国电影', '洛奇']",8.5,50062
62,魔法黑森林 Into the Woods,"{'类型': [' 喜剧 ', ' 歌舞 ', ' 奇幻 ', ' 冒险'], '主演': [' 安娜·肯德里克 ', ' 克里斯·派恩 ', ' 约翰尼·德普 ', ' 梅丽尔·斯特里普 ', ' 艾米莉·布朗特 ', ' 克里斯汀·芭伦斯基 ', ' 詹姆斯·柯登 ', ' 麦肯泽·茂兹 ', ' 莉拉·克劳馥 ', ' 丹尼尔·赫特斯通 ', ' 比利·马格努森 ', ' 崔茜·尤玛 ', ' 弗朗西斯·德·拉·图瓦 ', ' 西蒙·拉塞尔·比尔更多...'], '上映日期': ' 2014-12-25(美国)', '编剧': ' 詹姆斯·拉派恩 / 史蒂芬·桑德海姆', '语言': [' 英语'], '制片国家/地区': ' 美国 / 英国 / 加拿大', '导演': ' 罗伯·马歇尔'}","['美国', '音乐剧', '奇幻', '童话', '歌舞', '2014', '魔幻', 'Disney']",5.7,50063
63,生活大麻烦 Disjointed,"{'类型': [' 喜剧'], '主演': [' 凯西·贝茨 ', ' Aaron Moten ', ' 伊丽莎白·奥尔德弗 ', ' 托恩·贝尔 ', ' Elizabeth Ho ', ' 道奇·鲍德温 ', ' Betsy Sodaro ', ' 克里斯·里德 ', ' 妮可·沙利文 ', ' 迈克尔·特鲁科 ', ' 彼得·里格特 ', ' 塔拉·桑兹 ', ' 莉莉·梅·哈灵顿更多...'], '编剧': ' 查克·罗瑞 / David Javerbaum / 威尔·海耶斯', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': "" 里奇·基恩 / 詹姆斯·维度斯 / Rhiannon O'Harra / 詹姆斯·伯罗斯 / 乔恩·克莱尔 / 盖伊·迪斯塔德 / 罗伯·席勒 / 约翰·福滕贝里""}","['美剧', 'Netflix', '喜剧', '2017', '美国', '黑色幽默', '大麻', '电视剧']",7.3,50064
64,无言的山丘 無言的山丘,"{'类型': [' 剧情 ', ' 历史'], '主演': [' 杨贵媚 ', ' 黄品源 ', ' 澎恰恰 ', ' 文英 ', ' 陈仙梅'], '上映日期': ' 1992-12-05(台湾)', '编剧': ' 吴念真', '语言': [' 闽南语 ', ' 日语'], '制片国家/地区': ' 台湾', '导演': ' 王童'}","['台湾', '王童', '吴念真', '台湾电影', '1992', '无言的山丘', '剧情', '杨贵媚']",9.0,50065
65,9号秘事 第一季 Inside No.9 Season 1,"{'类型': [' 喜剧 ', ' 悬疑 ', ' 恐怖'], '主演': [' 里斯·谢尔史密斯 ', ' 史蒂夫·佩姆伯顿 ', ' 萝西·凯弗利洛 ', ' 艾咪费欧‧爱德华兹 ', ' 海伦·麦克洛瑞 ', ' 琳赛·马歇尔 ', ' 杰玛·阿特登 ', ' 亚当·迪康 ', ' 塔姆辛·格雷格 ', ' 康勒斯·希尔 ', ' 凯瑟琳·帕金森 ', ' 安妮·雷德 ', ' 朱利安·林希德-图特 ', ' 苏菲·汤普森 ', ' 提摩西·韦斯特 ', ' 本·威尔邦德 ', ' 马克·伍顿 ', ' 安娜·钱斯勒 ', ' 奥娜·卓别林 ', ' 露西·哈钦森 ', ' 丹尼斯·劳森 ', ' 奥菲利亚·拉维邦德 ', ' 布鲁斯·麦克金伦 ', ' 凯万·诺瓦克 ', ' 卢克·帕斯夸尼洛 ', ' Roger Sloman ', ' Di Botcher ', ' 朱莉娅·戴维斯 ', ' 大卫·拜德拉更多...'], '编剧': ' 里斯·谢尔史密斯 / 史蒂夫·佩姆伯顿', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 大卫·科尔'}","['英剧', '黑色幽默', 'BBC', '悬疑', '英国', '2014', '电视剧', '喜剧']",8.9,50066
66,100次哭泣 100回泣くこと,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 大仓忠义 ', ' 桐谷美玲'], '上映日期': ' 2013-06-22(日本)', '编剧': ' 高橋泉 / 中村航(原作)', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 广木隆一'}","['日本', '桐谷美玲', '日本电影', '大仓忠义', '爱情', '2013', '日影', '大倉忠義']",5.2,50067
67,我的家里空无一物 わたしのウチには、なんにもない。,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 夏帆 ', ' 近藤公园 ', ' 趣里 ', ' 大久保聡美 ', ' 青山愛依 ', ' 鮫島彩華 ', ' 朝加真由美 ', ' 江波杏子更多...'], '编剧': ' 新井友香', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 新井友香'}","['日剧', '极简生活', '日本', '断舍离', '整理', '2016', '夏帆', '电视剧']",8.2,50068
68,香肠派对 Sausage Party,"{'类型': [' 喜剧 ', ' 动画 ', ' 冒险'], '主演': [' 塞斯·罗根 ', ' 克里斯汀·韦格 ', ' 詹姆斯·弗兰科 ', ' 乔纳·希尔 ', ' 爱德华·诺顿 ', ' 萨尔玛·海耶克 ', ' 保罗·路德 ', ' 迈克尔·塞拉 ', ' 大卫·克鲁霍尔特兹 ', ' 比尔·哈德尔 ', ' 丹尼·麦克布莱德 ', ' 尼克·克罗尔 ', ' 克雷格·罗宾森 ', ' 康拉德·弗农 ', ' 舒格·林·彼尔德 ', ' 劳伦·米勒更多...'], '上映日期': ' 2016-08-12(美国)', '编剧': ' 塞斯·罗根 / 埃文·戈德堡 / 凯尔·亨特 / 艾瑞尔·沙福', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 康拉德·弗农 / 格雷格·蒂曼'}","['动画', '污', '美国', '喜剧', '搞笑', 'R', '2016', '暴力']",7.1,50069
69,微微一笑很倾城,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 郑爽 ', ' 杨洋 ', ' 毛晓彤 ', ' 白宇 ', ' 郑业成 ', ' 牛骏峰 ', ' 崔航 ', ' 秦语 ', ' 宋奕星 ', ' 张赫 ', ' 马春瑞 ', ' 刘颖伦 ', ' 陆妍淇 ', ' 张彬彬 ', ' 张超 ', ' 周宸佳 ', ' 刘钰瑾 ', ' 章涛 ', ' 胡浩博 ', ' 小小白 ', ' 蔡纲 ', ' 顾凯俐 ', ' 傅隽 ', ' 杨曼琴 ', ' 杨雪莹 ', ' 宋雨晴 ', ' 刘倩妤 ', ' 黄柏钧 ', ' 程弘 ', ' 冷海铭 ', ' 刘顾浩 ', ' 杨裕 ', ' 边城 ', ' 陈洁 ', ' 刘杭丽 ', ' 李欣泽 ', ' 张皓宇更多...'], '编剧': ' 顾漫 / 沈飞弦 / 李文婷 / 欧阳晓鋆 / 马克明 / 何昕明 / 王加安 / 陈亚孜 / 林晴宇 / 余易勋', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 林玉芬'}","['爱情', '青春', '小说改编', '校园', '电视剧', '偶像剧', '国产剧', '网游']",6.3,50070
70,它在身后 It Follows,"{'类型': [' 悬疑 ', ' 恐怖'], '主演': [' 麦卡·梦露 ', ' 凯尔·吉克瑞斯特 ', ' 丹尼尔·祖瓦图 ', ' 杰克·威利 ', ' 奥莉维亚·卢卡尔迪 ', ' 莉莉·塞佩更多...'], '上映日期': ' 2015-03-27(美国)', '编剧': ' 大卫·罗伯特·米切尔', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 大卫·罗伯特·米切尔'}","['恐怖', '美国', '惊悚', '悬疑', '青春', '灵异', '2015', '爱情']",6.3,50071
71,假小子 Tomboy,"{'类型': [' 剧情'], '主演': [' 佐伊·赫兰 ', ' 玛龙·莱瓦纳 ', ' 马修·戴米 ', ' 让娜·蒂森 ', ' 苏菲‧卡达尼'], '上映日期': ' 2011-04-20(法国)', '编剧': ' 瑟琳·席安玛', '语言': [' 法语'], '制片国家/地区': ' 法国', '导演': ' 瑟琳·席安玛'}","['法国', '成长', '同性', '儿童', '同志', '青春', '剧情', '童年']",7.8,50072
