userid,username,movietag
10143,图书江湖骗子,"['纪录片', '日本', 'NHK', '纪实72小时', '2014', 'ドキュメント72時間', 'NHK纪录片', '比嘉爱未']"
10145,有嗳,"['美国', '剧情', 'MerylStreep', '家庭', 'JuliaRoberts', '2013', '美国电影', 'BenedictCumberbatch','堺雅人', '纪录片', '日本', '情热大陆', '情熱大陸', '2009', '紀錄片', '短片']"
10146,PaunchyMe,"['美国', '2017', '剧情', 'ToddHaynes', '戛纳', '托德·海因斯', '美国电影', '托德海因斯','动画', '日本', 'Netflix', '2018', '人性', '暴力', '血腥', 'アニメ']"
10147,西斯尔分裂了,"['青春', '台湾电影', '台湾', '成长', '九降风', '文艺', '林书宇', '2008','黑色幽默', '法国', '剧情', '2011', '家庭', '人性', '喜剧', '英国','纪录片', 'BBC', '宗教', '梵蒂冈', '英国', '天主教', '2010', '意大利']"
10148,送你一场秋,"['爱情', '青春', '喜剧', '2005', '文艺', '中国大陆', '成长', '剧情','英剧', 'BBC', '英国', '名著改编', '故园风雨后', '电视剧', '英国文学电影', 'JeremyIrons']"
10149,兔子先生坏脾气,"['俄罗斯', '爱情', '奇幻', '浪漫', '童话', '唯美', '魔幻', '2015','纪录片', '艾滋病', 'NHK', '日本', 'NHK纪录片', 'AIDS', '同志', '社会']"
10150,四月一日君寻,"['爱情', 'BradPitt', '美国', '布拉德·皮特', '美国电影', '经典', '第六感生死恋', '电影']"
10151,大越,"['动画', '美国', '美国动画', '美剧', '黑色幽默', '喜剧', '恶搞', '2010','动画', '美国', '喜剧', '搞笑', '温情', '2013', '动画电影', '幽默','美食', '纪录片', 'BBC', '面包', '英国', '英剧', '食物', '2013','英剧', '动画', '英国', '喜剧', '2012', 'Channel4', '英国动画', 'UK','美剧', '犯罪', '悬疑', '惊悚', '美国', 'NBC', '2013', 'MadsMikkelsen']"
10152,riverinsummer,"['亲情', '美国', '汤姆·克鲁斯', '经典', '人性', '雨人', '剧情', '美国电影','悬疑', '韩剧', '犯罪', '韩国', '推理', 'tvN', '2017', '剧情','日本', '纪录片', 'NHK', '京都', '日剧', '常盘贵子', '文化', '文艺','尼古拉斯·凯奇', '美国', '剧情', '犯罪', 'NicolasCage', '悬疑', '美国电影', '2003','摇滚', '美国', '青春', '音乐', '成长', '美国电影', '剧情', '2000']"
10154,失物之WHY,"['张曼玉', '传记', '香港', '历史', '香港电影', '张婉婷', '杨紫琼', '姜文','文艺', '中国大陆', '黑白', '剧情', '家庭', '童年', '小众', '生活']"
10155,常开心,"['法国', '爱情', '文艺', '浪漫', '疯狂', '经典', '童年', '2003','漫威', '美国', '科幻', '超级英雄', '奇幻', '2016', '漫画改编', '动作']"
10156,loveinlorein,"['科幻', '美国', '外星人', '剧情', '小说改编', '人性', '悬疑', '2016','法国', '法国电影', '青春', '剧情', '成长', '法國', '正太', 'Rhône-Alpes','动画短片', '澳大利亚', '动画', '短片', '粘土动画', 'AdamElliot', '奥斯卡最佳动画短片', '2003','美国', '西部', '暴力美学', '黑色幽默', '犯罪', '暴力', '剧情', '2015','台湾电影', '张孝全', '台湾', '杨凡', '范植伟', '泪王子', '2009', '电影']"
10157,cherry it up,"['纪录片', '杜可风', '香港', '杜可風', '法国', 'Documentary', '法国电影', '2007','日本', '三岛由纪夫', '中谷美纪', '舞台剧', '根岸吉太郎', '中谷美紀', '能剧', '能乐','川端康成', '日本', '日本电影', '丰田四郎', '雪国', '名著改编', '岸惠子', '1950s']"
10158,茶莉,"['爱情', '经典', '美国', '1961', '文艺', '浪漫', '喜剧', '剧情']"
10159,Huxley,"['纪录片', '佛学', '宗教', '金铁木', '传记', '佛国记-法显西行', '历史', '法显','香港', '香港电影', '文學改編', '张国柱', '温碧霞', '黃國兆', '社會現實', '独立']"
10160,大象小妞。,"['法律', '美国', '励志', '教育', '美国电影', '成长', 'law', '电影','南非', '同性', '2017', '剧情', '非洲', '同志', '爱情', '父权']"
10161,叶子,"['传记', '法国', '文森特·凡高', '法国电影', '梵高', '艺术', 'MauricePialat', '电影','动画', '中国', '2018', '温情', '儿童', '美国', '外国', '家庭','法国', '传记', '爱情', '女性', '时尚', '文艺', '艺术', '剧情']"
10162,七岛酱吖,"['日本', '2015', '温情', '美食', '文艺', '治愈', '猫', '剧情']"
10163,喵了个迷,"['公路', '文艺', '青春', '人生', '成长', '2014', '喜剧', '中国大陆','魔法', '奇幻', '英国', '魔幻', '美国', '2016', '冒险', '科幻']"
10165,eou,"['动画短片', '英国', '短片', '动画', '黑色幽默', '2008', '喜剧', '英国电影','美剧', '科幻', '看过的电视剧', '美国', '悬疑', '剧情', 'CBS', '英语标签']"
10166,carmen,"['纪录片', '时尚', 'Vogue', '美国', 'AnnaWintour', 'Anna_Wintour', '美国电影', '2009','泰国', '爱情', '喜剧', '泰国电影', '搞笑', '2014', '逗比', '电影','韩剧', '李钟硕', '李宝英', '爱情', '韩国', '2013', '电视剧', 'SBS','同性', '法国', '爱情', '女性', '2013', '戛纳', '情色', '剧情','传记', '美国', '女性', '情色', '2013', '剧情', '人性', '女权']"
10167,孤独症者,"['科幻', '美国', '悬疑', '剧情', '人性', '2011', '动作', '惊悚','英国', '脱口秀', 'LettersLive', '综艺', '真人秀', '文艺', '抖森', '纪录片','韩剧', '犯罪', '朴海镇', '悬疑', '韩国', '2014', '电视剧', '看过的电视剧','纪录片', '龙应台', '台湾', '历史', '紀錄片', '台湾电影', '中国', '黃黎明']"
10168,σX,"['美剧', '美国', '罪案', 'Amazon', 'S4', '非常好', '悬疑', '2017']"
10169,满天星,"['美国', '黑帮', '经典', '人生', '罗伯特·德尼罗', '美国往事', '剧情', '美国电影','许鞍华', '香港', '香港电影', '生活', '天水围的日与夜', '社会', '2008', '鲍起静','国产电视剧', '推理', '抗日', '张鲁一', '电视剧', '爱情', '大陆', '中国','挪威', '青春', '爱情', '校园', '挪威剧', 'Noora', '电视剧', '北欧','青春', '民乐', '二次元', '音乐', '校园', '喜剧', '中国大陆', '2017']"
10171,大土豆。,"['風味絕配', '泰剧', '电视剧', '泰劇', '搞笑', '爱情', 'weir', 'min']"
10172,Hush_,"['英剧', 'BBC', '人性', '法律', '英国', '电视剧', '2010', '看过的电视剧','美剧', '犯罪', 'Netflix', '美国', '毒品', '电视剧', '剧情', '2015']"
10173,沉默的菜头羊。,"['法国', '爱情', '人性', '文艺', '2012', '温情', '金棕榈', '剧情']"
10175,DanyH,"['法国', '喜剧', '搞笑', '同性', '电影', '2017', '节操', 'gay','纪录片', '美国', '纽约时报', '传媒', 'Documentary', '2011', '美国电影', '电影','德国', '足球', '励志', '德国电影', '体育', '温情', '剧情', '伯尔尼的奇迹','科幻', '美国', '爱情', '机器人', 'RobinWilliams', '经典', '美国电影', '剧情']"
10178,郁喜,"['侯孝贤', '台湾', '台湾电影', '南国再见，南国', '1996', '高捷', '侯孝賢', '伊能静','韩剧', '搞笑', '喜剧', '韩国', '漫画改编', '轻喜剧', '2016', '电视剧','文艺', '大陆', '剧情', '中国', '黑色幽默', '2010', '温情', '喜剧']"
10179,サっちゃん,"['纪录片', '敦煌', '历史', '中国', '文化', '华语标签', '看过的电视剧', '大陆']"
10180,Pluto,"['陈冲', '澳大利亚', '女性', '意', '剧情', '电影', '2007', '新加坡','岩井俊二', '日本', '日本电影', '鬼汤', '文艺', '童话', '电影', '1992']"
10181,任朝暮,"['日剧', '看过的电视剧', '三浦翔平', '日语标签', '15夏', '西内玛利亚', '2015', '日本','纪录片', '日本', 'NHK', '纪实72小时', 'ドキュメント72時間', '2015', '日剧', 'Documentary','日剧', '日本', '2017', '喜剧', '17秋', '搞笑', '电视剧', '剧情','科幻', '灾难', '美国', '反乌托邦', '人类之子', '英国', '剧情', '美国电影']"
10182,Sara Matthews,"['麦浚龙', '香港', '香港电影', '犯罪', '金城武', '梁家辉', '港片', '剧情']"
10183,Aikohoney,"['亲情', '电视剧', '温情', '家庭', '翻拍', '2017', '暖心巨作', '中国大陆','综艺', '脱口秀', '奇葩说', '马东', '高晓松', '蔡康永', '2017', '思辨','纪录片', '犯罪', 'HBO', '美剧', '美国', '悬疑', '2015', '看过的电视剧']"
10185,What ever,"['青春', '中国电影', '大陆电影', '喜剧', '网络电影爱奇艺', '渣', '差', '国语电影','尼古拉斯·凯奇', '惊悚', '美国', '恐怖', 'cult', '惊悚电影', '2017', '电影','冒险', '美国', '喜剧', '搞笑', '奇幻', '动作', '科幻', '2017','韩国', '犯罪', '悬疑', '2017', '剧情', '反转', '骗局', '诈骗','美国', '剧情', '人生', '爱情', '2015', '家庭', '温情', '文艺']"
10186,呆瓜,"['日剧', '爱情', '日本', '少女', '漫画改编', '2017', '电视剧', '少女心','日剧', 'gakki', '日本', '爱情', '喜剧', '2016', '2016年日剧', '电视剧']"
10187,SweeTie,"['日剧', '天海女王', '日本', '女性', '爱情', '2012', '看过的电视剧', '剧情','英国', '爱情', '大卫·里恩', '英国电影', 'DavidLean', '1945', '1940s', '经典爱情','尊龙', '美国', '同志', '蝴蝶君', '文艺', '美国电影', '同性', '爱情','法国', '成长', '同性', '儿童', '同志', '青春', '剧情', '童年']"
10188,存大人,"['韩剧', '智孝', '看过的电视剧', '韩语标签', '韩国', '2016', 'JTBC', '电视剧','香港', '犯罪', '香港电影', '暴力', '青春', '香港十大奇案', '1999', '钱升玮']"
10189,魔鬼与天使,"['台湾', '爱情', '青春', '文艺', '温情', '感动', '励志', '2009']"
10190,sssssidewalk,"['历史', '美剧', '爱尔兰', '电视剧', '2013', '加拿大', '看过的电视剧', '动作','日剧', '日本', '坂元裕二', '2015', '真木よう子', '女性', '15冬', '东出昌大']"
10194,浮夸仔的弟妹们,"['台湾', '黑色幽默', '2017', '喜剧', '台灣', '台湾电影', '台灣電影', '黄信尧','黑色幽默', '美国', '犯罪', '喜剧', '剧情', '惊悚', '圣丹斯', '2016','意大利', '青春', '同性', '成长', '旅行', '剧情', '2016', '同志']"
10195,贺喜汤,"['惊悚', '悬疑', '恐怖', '美国', '犯罪', '2007', '美国电影', '电影','英剧', '悬疑', '黑色幽默', 'BBC', '英国', '惊悚', '看过的电视剧', '英语标签']"
10196,佳青布丁,"['日剧', '小栗旬', '日本', '山田孝之', '柴咲コウ', '2014', '14秋', '看过的电视剧','恐怖', '美国', '惊悚', '悬疑', 'JohnCarpenter', '美国电影', '恐怖电影', '1994','悬疑', '法医', '犯罪', '网络剧', '法医秦明作品', '国产剧', '国产电视剧', '2016']"
10197,蓝兮瞳,"['纪录片', '美国', '英文', '纯素食主义', '貂皮', '纯素食', '交易', '貂毛','他是龙', '俄罗斯', '爱情', '跨越种族的绝美之恋', '期待画风', '唯美', '2018-俄罗斯', '2018','禅', '日本', '日本电影', '宗教', '佛教', '高桥伴明', '电影', '2009']"
10198,欣欣和糯糯,"['范冰冰', '古装', '国产电视剧', '烂片', '国产剧', '秦始皇', '秦朝', '史诗','动画短片', '短片', '德国', '动画', '励志', '人生', '生命', '2008','美国', '心理学实验', '纪录片', '社会行为', '美剧', '大众行为', '大众心理', '纪实']"
10199,DaVinCi,"['香港', '温情', '人生', '文艺', '感人', '剧情', '2011', '女性','西班牙', 'NataliePortman', '传记', '戈雅之魂', '西班牙电影', 'MilosForman', '2006', '美国']"
10200,Angela Lan,"['日剧', '日本', '2017', '多部未华子', '温情', '17春', 'NHK', '多部未華子']"
10201,东青台台台,"['毕赣', '中国', '独立', '汤唯', '大陆', '悬疑', '中国电影', '电影','日本', 'LGBT', '同性', '温情', '2017', '家庭', '剧情', '人生','法国', '真实事件改编', '人性', '犯罪', '真实改编', '剧情', '2016', '传记']"
10202,………,"['医学', '医生', '电视剧', '中国大陆', '走心真实', '人性', '2017', '剧情']"
10203,清宵半,"['悬疑', '心理', '美国', '经典', '惊悚', '剧情', '2001', '同性','美国', '悬疑', '波兰斯基', '犯罪', '黑色', 'RomanPolanski', '美国电影', '剧情','法国', '莫妮卡·贝鲁奇', '爱情', '悬疑', '法国电影', 'MonicaBellucci', 'VincentCassel', '1996']"
10205,精致男孩鸡小侠,"['柬埔寨', '历史', '红色高棉大屠杀', '战争', '红色高棉', '传记', '美国', '2017','今敏', '动画', '日本', '日本动画', '爱情', '千年女优', '动漫', '日本电影']"
10206,牛奶很忙,"['日剧SP', '日剧', 'SP', '日本', '2015', '推理', '悬疑', '15春','科幻', '荒诞', '国产', '黑色幽默', '2017', '网络大电影', '人性', '反乌托邦']"
10209,四凤LI,"['吕克·贝松', '法国', '碧海蓝天', '法国电影', '经典', '剧情', 'LucBesson', '吕克贝松','美国', '文艺', '人生', '成长', '2011', '剧情', '家庭', '亲情','励志', '心理', '美国', '传记', '阿斯伯格综合症', '美国电影', '2010', '电影','英国', '爱情', '赎罪', '英国电影', 'Keira.Knightley', 'JamesMcAvoy', '剧情', 'KeiraKnightley','西班牙', '人性', '安乐死', '西班牙电影', '剧情', '深海长眠', '2004', '电影']"
10210,meryl,"['美国', '西部片', '西部', '人性', '1948', '美国电影', '约翰·休斯顿', 'JohnHuston','韩剧', '爱情', '2017', '韩国', '青春', '电视剧', '友情', '喜剧','动画', '美国动画', '美国', '喜剧', '美剧', '家庭', 'family', 'comedy']"
10211,路人乌龟,"['动作', '史泰龙', '美国', '李连杰', '美国电影', '阿诺·施瓦辛格', 'JasonStatham', '2010','美剧', '加拿大', '看过的电视剧', '英语标签', '小说改编', '2017', '儿童', '名著改编','台湾电影', '台湾', '王小棣', '青春', '蓝正龙', '郑靓歆', '2010', '酷马','纪录片', '宗教', '伊斯兰', 'PBS', 'Islam', '历史', '美国', '文明']"
10212,monica,"['英剧', '黑色幽默', 'BBC', '英国', '喜剧', '看过的电视剧', '英语标签', 'MarkGatiss','英剧', '英国', 'BBC', '绅士联盟', '2017', '喜剧', '迷你剧', '电视剧','英剧', '英国', 'BBC', '家庭', '伦理', '人性', '剧情', '2015','纪录片', '犯罪', '医学', '推理', '美国', '破案', '美剧', '紀錄片']"
10214,水果,"['爱情', '美国', '家庭', '青春', '莉莉·柯林斯', '美国电影', '2012', '喜剧']"
10215,西瓜,"['国产电视剧', '马伊琍', '朱亚文', '电视剧', '看过的电视剧', '国产剧', '2015', '大陆','国产动画', '中国动画片', '小时候~', '动画片', '童年', '搞笑', '精良', '动画']"
10216,霄小,"['香港', '陈奕迅', '楊千嬅', '爱情', '2007', '罗永昌', '杨千嬅', '银河映像']"
10218,刘欢,"['美国', 'JamesFranco', '喜剧', '美国电影', '2016', '剧情', '电影', 'James·Franco','美国', '剧情', '2013', '传记', '人性', '犯罪', '独立电影', '圣丹斯']"
10219,梁二发,"['日剧', '日本', '2017', '喜剧', '松重丰', '远藤宪一', '光石研', '电视剧','哆啦A梦', '动画', '日本', '童年', '温情', '经典', '2014', '3D','纪录片', '美国', '食物', '美食', '食品', 'food', 'tech', '2010','日剧', '山田孝之', '日本', '伪纪录片', '芦田爱菜', '2017', '山下敦弘', '长泽雅美','动画', '中国风', '短片', '动画短片', '中国动画', '中国', '良心国漫', '2017']"
10220,梨子小仙女,"['悬疑', '惊悚', '美国', '宗教', '恐怖', '心理', '灵异', '剧情']"
10222,R.I.P,"['青春', '台湾', '爱情', '校园', '成长', '文艺', '友情', '2016','纪录片', '福山雅治', 'NHK', '日本', '2014', '短片', '日本（除日剧/TV动画）', '日本纪录片']"
10223,bubbles,"['纪录片', 'BBC', '自然', '英国', '经典', '科普', '2011', 'Documentary','动作', '特工', '美国', '间谍', '悬疑', '2017', '冷战', '女性','纪录片', '博物馆', '艺术', '历史', '加拿大', '英国', 'BBC', 'Documentary','历史', '电视剧', '近代史', '走向共和', '晚清历史', '中国', '民国', '国产电视剧']"
10224,cacc,"['赤西仁', '岩井俊二', '日本电影', '日本', '小林武史', 'Bandage', '青春', '日影','独立电影', '同志', '张凡夕', '花为眉', '爱情', '大陆', '中国电影', '中国','西班牙', '阿莫多瓦', '同志', '西班牙电影', 'PedroAlmodóvar', '阿尔莫多瓦', '同性恋', '同性']"
10225,少年A,"['青春', '顾长卫', '中国电影', '高考', '蓝盈莹', '2018', '大陆', '白客','恐怖', '英国', '惊悚', '灵异', '电影', '英国电影', '悬疑', 'MartinFreeman']"
